text,font_size,is_bold,x_position,word_count,size_diff_from_prev,starts_with_numbering,page_num,label
shortest route.,9.744400000000041,False,95.9985704,2,0.0,False,0,paragraph
Persons in respect of whom LTC is proposed to be availed.,9.744400000000041,False,95.9985704,11,0.0,False,0,paragraph
S.No Name Age Relationship,9.744400000000041,True,95.9985704,4,0.0,False,0,paragraph
1.,9.744400000000041,True,103.62843559999999,1,0.0,True,0,paragraph
2.,9.744400000000041,True,103.62843559999999,1,0.0,True,0,paragraph
11.,9.744400000000041,True,70.02000000000001,1,0.0,True,0,paragraph
3.,9.744400000000041,True,103.62843559999999,1,0.0,True,0,paragraph
4.,9.744400000000041,True,103.62843559999999,1,0.0,True,0,paragraph
5.,9.744400000000041,True,103.62843559999999,1,0.0,True,0,paragraph
6.,9.744400000000041,True,103.62843559999999,1,0.0,True,0,paragraph
Amount of advance required. Rs.,9.744400000000041,False,96.0083148,5,0.0,False,0,paragraph
12.,9.744400000000041,True,70.02974439999998,1,0.0,True,0,paragraph
I declare that the particulars furnished above are true and correct to the best of my knowledge. I,9.744399999999985,False,105.07060680000004,18,-5.684341886080802e-14,False,0,paragraph
undertake to produce the tickets for the outward journey within ten days of receipt of the advance.,9.744399999999985,False,70.02974440000003,17,0.0,False,0,paragraph
In the event of cancellation of the journey or if I fail to produce the tickets within ten days of receipt of,9.744399999999985,False,105.08035120000002,22,0.0,False,0,paragraph
"advance, I undertake to refund the entire advance in one lump sum.",9.744399999999985,False,70.03948880000002,12,0.0,False,0,paragraph
Date,9.744399999999985,True,70.03948880000002,1,0.0,False,0,paragraph
Signature of Government Servant.,9.744399999999985,True,403.04461440000006,4,0.0,False,0,paragraph
Overview,24.0,True,252.65,1,24.0,False,0,paragraph
Foundation Level Extensions,24.0,True,139.346,3,0.0,False,0,paragraph
Version 1.0,12.0,False,275.69,2,-12.0,False,0,paragraph
International Software Testing Qualifications Board,18.0,False,103.34,5,6.0,False,0,paragraph
Copyright Notice,9.960000000000008,False,70.944,2,-8.039999999999992,False,0,paragraph
"This document may be copied in its entirety, or extracts made, if the source is acknowledged.",9.959999999999994,False,70.944,16,-1.4210854715202004e-14,False,0,paragraph
International,9.960000000000036,False,447.91,1,4.263256414560601e-14,False,1,paragraph
Overview,12.0,False,74.424,1,2.0399999999999636,False,1,paragraph
Software Testing,9.960000000000036,False,437.95,2,-2.0399999999999636,False,1,paragraph
Foundation Level Extension – Agile Tester,9.960000000000036,False,74.424,6,0.0,False,1,paragraph
Qualifications Board,9.960000000000036,False,430.75,2,0.0,False,1,paragraph
Copyright © International Software Testing Qualifications Board (hereinafter called ISTQB®).,9.960000000000036,False,70.944,10,0.0,False,1,paragraph
"Version 2014 Page 2 of 12 May 31, 2014",9.96,False,76.58136,9,-3.552713678800501e-14,False,1,paragraph
© International Software Testing Qualifications Board,6.0,False,76.584,6,-3.960000000000001,False,1,paragraph
International,9.960000000000036,False,447.91,1,3.9600000000000364,False,2,paragraph
Overview,12.0,False,74.424,1,2.0399999999999636,False,2,paragraph
Software Testing,9.960000000000036,False,437.95,2,-2.0399999999999636,False,2,paragraph
Foundation Level Extension – Agile Tester,9.960000000000036,False,74.424,6,0.0,False,2,paragraph
Qualifications Board,9.960000000000036,False,430.75,2,0.0,False,2,paragraph
Revision History,15.960000000000036,True,70.944,2,6.0,False,2,H1
Version Date Remarks,9.960000000000036,True,74.424,3,-6.0,False,2,paragraph
0.1 18 JUNE 2013 Initial version,9.960000000000036,False,74.424,6,0.0,True,2,paragraph
0.2 23 JULY 2013 WG reviewed and confirmed,9.960000000000036,False,74.424,8,0.0,True,2,paragraph
0.3 6 NOV 2013 amended population and diagram,9.960000000000036,False,74.424,8,0.0,True,2,paragraph
0.7 11 DEC 2013 Amended Business Outcomes and Chapters matching,9.960000000000036,False,74.424,10,0.0,True,2,paragraph
0.8 20 DEC 2013 Working group updates on 0.7,9.960000000000036,False,74.424,9,0.0,True,2,paragraph
1.0 31 MAY 2014 GA release for Agile Extension,9.960000000000036,False,74.424,9,0.0,True,2,paragraph
"Version 2014 Page 3 of 12 May 31, 2014",9.960000000000008,False,76.584,9,-2.842170943040401e-14,False,2,paragraph
© International Software Testing Qualifications Board,6.0,False,76.584,6,-3.960000000000008,False,2,paragraph
International,9.960000000000036,False,447.91,1,3.9600000000000364,False,3,paragraph
Overview,12.0,False,74.424,1,2.0399999999999636,False,3,paragraph
Software Testing,9.960000000000036,False,437.95,2,-2.0399999999999636,False,3,paragraph
Foundation Level Extension – Agile Tester,9.960000000000036,False,74.424,6,0.0,False,3,paragraph
Qualifications Board,9.960000000000036,False,430.75,2,0.0,False,3,paragraph
Table of Contents,15.960000000000036,True,70.944,3,6.0,False,3,H1
Revision History .......................................................................................................................................... 3,9.960000000000036,True,70.944,4,-6.0,False,3,paragraph
Table of Contents ........................................................................................................................................ 4,9.960000000000036,True,70.94400000000002,5,0.0,False,3,paragraph
1. Introduction to the Foundation Level Extensions ............................................................................ 6,9.960000000000036,True,70.94400000000002,9,0.0,True,3,paragraph
2. Introduction to Foundation Level Agile Tester Extension ............................................................... 7,9.960000000000036,True,70.94400000000002,10,0.0,True,3,paragraph
2.1 Intended Audience ..................................................................................................................... 7,9.960000000000036,False,80.904,5,0.0,True,3,paragraph
2.2 Career Paths for Testers ............................................................................................................ 7,9.960000000000036,False,80.904,7,0.0,True,3,paragraph
2.3 Learning Objectives ................................................................................................................... 7,9.960000000000036,False,80.91395999999997,5,0.0,True,3,paragraph
2.4 Entry Requirements ................................................................................................................... 8,9.960000000000036,False,80.91395999999997,5,0.0,True,3,paragraph
2.5 Structure and Course Duration ................................................................................................... 8,9.960000000000036,False,80.91395999999997,7,0.0,True,3,paragraph
2.6 Keeping It Current ...................................................................................................................... 9,9.95999999999998,False,80.91395999999997,6,-5.684341886080802e-14,True,3,paragraph
3. Overview of the Foundation Level Extension – Agile Tester Syllabus ......................................... 10,9.95999999999998,True,70.95396,13,0.0,True,3,paragraph
3.1 Business Outcomes ................................................................................................................. 10,9.95999999999998,False,80.904,5,0.0,True,3,paragraph
3.2 Content .................................................................................................................................... 10,9.95999999999998,False,80.904,4,0.0,True,3,paragraph
4. References .......................................................................................................................................... 12,9.95999999999998,True,70.94399999999996,4,0.0,True,3,paragraph
4.1 Trademarks ............................................................................................................................. 12,9.95999999999998,False,80.904,4,0.0,True,3,paragraph
4.2 Documents and Web Sites ....................................................................................................... 12,9.95999999999998,False,80.91396000000009,7,0.0,True,3,paragraph
"Version 2014 Page 4 of 12 May 31, 2014",9.96,False,76.60128000000009,9,2.1316282072803006e-14,False,3,paragraph
© International Software Testing Qualifications Board,6.0,False,76.584,6,-3.960000000000001,False,3,paragraph
International,9.960000000000036,False,447.91,1,3.9600000000000364,False,4,paragraph
Overview,12.0,False,74.424,1,2.0399999999999636,False,4,paragraph
Software Testing,9.960000000000036,False,437.95,2,-2.0399999999999636,False,4,paragraph
Foundation Level Extension – Agile Tester,9.960000000000036,False,74.424,6,0.0,False,4,paragraph
Qualifications Board,9.960000000000036,False,430.75,2,0.0,False,4,paragraph
Acknowledgements,15.960000000000036,False,70.944,1,6.0,False,4,H1
This document was produced by a team from the International Software Testing Qualifications Board,9.960000000000036,False,70.944,14,-6.0,False,4,paragraph
Foundation Level Working Group.,9.960000000000036,False,70.944,4,0.0,False,4,paragraph
The Agile Extension team thanks the review team and the National Boards for their suggestions and input.,9.960000000000036,False,70.944,17,0.0,False,4,paragraph
"At the time the Foundation Level Agile Extension Syllabus was completed, the Agile Extension Working",9.960000000000036,False,70.944,15,0.0,False,4,paragraph
"Group had the following membership: Rex Black (Chair), Bertrand Cornanguer (Vice Chair), Gerry",9.960000000000036,False,70.944,13,0.0,False,4,paragraph
"Coleman (Learning Objectives Lead), Debra Friedenberg (Exam Lead), Alon Linetzki (Business Outcomes",9.960000000000036,False,70.944,12,0.0,False,4,paragraph
"and Marketing Lead), Tauhida Parveen (Editor), and Leo van der Aalst (Development Lead).",9.960000000000036,False,70.944,13,0.0,False,4,paragraph
"Authors: Rex Black, Anders Claesson, Gerry Coleman, Bertrand Cornanguer, Istvan Forgacs, Alon",9.960000000000036,False,70.944,12,0.0,False,4,paragraph
"Linetzki, Tilo Linz, Leo van der Aalst, Marie Walsh, and Stephan Weber.",9.95999999999998,False,70.944,12,-5.684341886080802e-14,False,4,paragraph
"Internal Reviewers: Mette Bruhn-Pedersen, Christopher Clements, Alessandro Collino, Debra",9.95999999999998,False,70.944,9,0.0,False,4,paragraph
"Friedenberg, Kari Kakkonen, Beata Karpinska, Sammy Kolluru, Jennifer Leger, Thomas Mueller, Tuula",9.95999999999998,False,70.944,12,0.0,False,4,paragraph
"Pääkkönen, Meile Posthuma, Gabor Puhalla, Lloyd Roden, Marko Rytkönen, Monika Stoecklein-Olsen,",9.95999999999998,False,70.944,11,0.0,False,4,paragraph
"Robert Treffny, Chris Van Bael, and Erik van Veenendaal.",9.95999999999998,False,70.944,9,0.0,False,4,paragraph
"The team thanks also the following persons, from the National Boards and the Agile expert community,",9.95999999999998,False,70.944,16,0.0,False,4,paragraph
"who participated in reviewing, commenting, and balloting of the Foundation Agile Extension Syllabus: Dani",9.95999999999998,False,70.944,14,0.0,False,4,paragraph
"Almog, Richard Berns, Stephen Bird, Monika Bögge, Afeng Chai, Josephine Crawford, Tibor Csöndes,",9.95999999999998,False,70.944,13,0.0,False,4,paragraph
"Huba Demeter, Arnaud Foucal, Cyril Fumery, Kobi Halperin, Inga Hansen, Hanne Hinz, Jidong Hu, Phill",9.95999999999998,False,70.944,15,0.0,False,4,paragraph
"Isles, Shirley Itah, Martin Klonk, Kjell Lauren, Igal Levi, Rik Marselis, Johan Meivert, Armin Metzger, Peter",9.95999999999998,False,70.944,16,0.0,False,4,paragraph
"Morgan, Ninna Morin, Ingvar Nordstrom, Chris O’Dea, Klaus Olsen, Ismo Paukamainen, Nathalie Phung,",9.960000000000036,False,70.944,13,5.684341886080802e-14,False,4,paragraph
"Helmut Pichler, Salvatore Reale, Stuart Reid, Hans Rombouts, Petri Säilynoja, Soile Sainio, Lars-Erik",9.95999999999998,False,70.94400000000002,13,-5.684341886080802e-14,False,4,paragraph
"Sandberg, Dakar Shalom, Jian Shen, Marco Sogliani, Lucjan Stapp, Yaron Tsubery, Sabine Uhde,",9.95999999999998,False,70.94400000000002,13,0.0,False,4,paragraph
"Stephanie Ulrich, Tommi Välimäki, Jurian Van de Laar, Marnix Van den Ent, António Vieira Melo, Wenye",9.95999999999998,False,70.94400000000002,16,0.0,False,4,paragraph
"Xu, Ester Zabar, Wenqiang Zheng, Peter Zimmerer, Stevan Zivanovic, and Terry Zuo.",9.95999999999998,False,70.94400000000002,12,0.0,False,4,paragraph
"This document was formally approved for release by the General Assembly of the ISTQB® on May 31,",9.95999999999998,False,70.94400000000002,17,0.0,False,4,paragraph
2014.,9.95999999999998,False,70.944,1,0.0,True,4,paragraph
"Version 2014 Page 5 of 12 May 31, 2014",9.96,False,76.58136,9,2.1316282072803006e-14,False,4,paragraph
© International Software Testing Qualifications Board,6.0,False,76.584,6,-3.960000000000001,False,4,paragraph
International,9.960000000000036,False,447.91,1,3.9600000000000364,False,5,paragraph
Overview,12.0,False,74.424,1,2.0399999999999636,False,5,paragraph
Software Testing,9.960000000000036,False,437.95,2,-2.0399999999999636,False,5,paragraph
Foundation Level Extension – Agile Tester,9.960000000000036,False,74.424,6,0.0,False,5,paragraph
Qualifications Board,9.960000000000036,False,430.75,2,0.0,False,5,paragraph
1. Introduction to the Foundation Level Extensions,15.960000000000036,False,70.944,7,6.0,True,5,H1
This overview document is intended for anyone with an interest in the ISTQB Foundation Level,9.960000000000036,False,70.944,15,-6.0,False,5,paragraph
Extensions who wants a high-level introduction to the leading principles and an overview of the individual,9.960000000000036,False,70.944,16,0.0,False,5,paragraph
extension syllabi.,9.960000000000036,False,70.94399999999999,2,0.0,False,5,paragraph
"From time to time, ISTQB will update this document to reflect any additional extensions that shall be",9.960000000000036,False,70.94399999999999,17,0.0,False,5,paragraph
"introduced for the Foundation Level, or to reflect major changes in existing ones. Publications of the",9.960000000000036,False,70.94399999999999,16,0.0,False,5,paragraph
updated document will be available on the ISTQB website.,9.960000000000036,False,70.94399999999999,9,0.0,False,5,paragraph
The ISTQB Foundation and Advanced Level syllabi have been defined and have been on the market for,9.960000000000036,False,70.94399999999999,17,0.0,False,5,paragraph
some time. New topics emerge due to technology and methodology changes in the market which often,9.960000000000036,False,70.94399999999999,16,0.0,False,5,paragraph
"are brought into the ISTQB program as new Expert Level syllabi. However, not all topics are suited for the",9.960000000000036,False,70.94399999999999,19,0.0,False,5,paragraph
"Expert Level. For this reason, the extension syllabi are established at the Foundation Level to expand the",9.95999999999998,False,70.94399999999996,17,-5.684341886080802e-14,False,5,paragraph
ISTQB program to incorporate new or updated knowledge. New extensions shall be discussed and,9.95999999999998,False,70.94399999999996,14,0.0,False,5,paragraph
"introduced by the ISTQB periodically. Extensions may be established at the Advanced Level as well, but",9.95999999999998,False,70.94399999999996,16,0.0,False,5,paragraph
that is beyond the scope of this document.,9.95999999999998,False,70.94399999999996,8,0.0,False,5,paragraph
The following Foundation Level Extension syllabus has been released:,9.95999999999998,False,70.94399999999996,9,0.0,False,5,paragraph
 Agile Tester,9.960000000000036,False,88.95167999999997,3,5.684341886080802e-14,False,5,paragraph
"In this document, each Foundation Level Extension syllabus is summarized and the associated Business",9.95999999999998,False,70.95395999999997,14,-5.684341886080802e-14,False,5,paragraph
Outcomes are stated. The Business Outcomes communicate what can be expected from a person who,9.95999999999998,False,70.95395999999997,15,0.0,False,5,paragraph
"achieves a Foundation Level Extension Certification in a particular subject area (e.g., Agile Tester), and",9.95999999999998,False,70.95395999999997,15,0.0,False,5,paragraph
will outline the benefits for companies that are considering the development of specific testing skills at this,9.95999999999998,False,70.95395999999997,17,0.0,False,5,paragraph
level.,9.95999999999998,False,70.95395999999997,1,0.0,False,5,paragraph
"Version 2014 Page 6 of 12 May 31, 2014",9.96,False,76.59131999999997,9,2.1316282072803006e-14,False,5,paragraph
© International Software Testing Qualifications Board,6.0,False,76.584,6,-3.960000000000001,False,5,paragraph
International,9.960000000000036,False,447.91,1,3.9600000000000364,False,6,paragraph
Overview,12.0,False,74.424,1,2.0399999999999636,False,6,paragraph
Software Testing,9.960000000000036,False,437.95,2,-2.0399999999999636,False,6,paragraph
Foundation Level Extension – Agile Tester,9.960000000000036,False,74.424,6,0.0,False,6,paragraph
Qualifications Board,9.960000000000036,False,430.75,2,0.0,False,6,paragraph
2. Introduction to Foundation Level Agile Tester Extension,15.960000000000036,False,70.944,8,6.0,True,6,H1
The certification for Foundation Level Extension – Agile Tester is designed for professionals who are,9.960000000000036,False,70.944,15,-6.0,False,6,paragraph
working within Agile environments. It is also for professionals who are planning to start implementing,9.960000000000036,False,70.94399999999999,15,0.0,False,6,paragraph
"Agile methods in the near future, or are working within companies that plan to do so, The certification",9.960000000000036,False,70.94399999999999,18,0.0,False,6,paragraph
"provides an advantage for those who would like to know the required Agile activities, roles, methods, and",9.960000000000036,False,70.95396000000005,17,0.0,False,6,paragraph
methodologies specific to their role.,9.960000000000036,False,70.95396000000005,5,0.0,False,6,paragraph
2.1 Intended Audience,14.040000000000077,False,70.944,3,4.080000000000041,True,6,H2
The Foundation Level Extension – Agile Tester qualification is aimed at four main groups of professionals:,9.960000000000036,False,70.944,16,-4.080000000000041,False,6,paragraph
1. Professionals who have achieved in-depth testing experience in traditional methods and would,9.960000000000036,False,88.94171999999998,13,0.0,True,6,paragraph
like to get an Agile Tester Certificate.,9.960000000000036,False,106.93943999999999,7,0.0,False,6,paragraph
"2. Junior professional testers who are just starting in the testing profession, have received the",9.95999999999998,False,88.94171999999999,15,-5.684341886080802e-14,True,6,paragraph
"Foundation Level certificate, and would like to know more about the tester’s role in an Agile",9.95999999999998,False,106.93943999999999,16,0.0,False,6,paragraph
environment.,9.95999999999998,False,106.94939999999997,1,0.0,False,6,paragraph
"3. Professionals who are relatively new to testing and are required to implement test approaches,",9.95999999999998,False,88.95167999999997,15,0.0,True,6,paragraph
methods and techniques in their day to day job in Agile projects.,9.95999999999998,False,106.95935999999996,12,0.0,False,6,paragraph
4. Professionals who are experienced in their role (including unit testing) and need more,9.95999999999998,False,88.96163999999996,14,0.0,True,6,paragraph
understanding and knowledge about how to perform and manage testing on all levels in Agile,9.95999999999998,False,106.95935999999996,15,0.0,False,6,paragraph
projects.,9.95999999999998,False,106.95935999999996,1,0.0,False,6,paragraph
"These professionals include people who are in roles such as testers, test analysts, test engineers, test",9.95999999999998,False,70.96391999999996,16,0.0,False,6,paragraph
"consultants, test managers, user acceptance testers, and software developers.",9.95999999999998,False,70.97388000000012,9,0.0,False,6,paragraph
This Foundation Level Extension – Agile Tester certification may also be appropriate for anyone who,9.95999999999998,False,70.97388000000012,15,0.0,False,6,paragraph
"wants a deeper understanding of software testing in the Agile world, such as project managers, quality",9.95999999999998,False,70.97388000000012,16,0.0,False,6,paragraph
"managers, software development managers, business analysts, IT directors, and management",9.95999999999998,False,70.97388000000012,10,0.0,False,6,paragraph
consultants.,9.95999999999998,False,70.97388000000018,1,0.0,False,6,paragraph
2.2 Career Paths for Testers,14.039999999999964,False,70.944,5,4.079999999999984,True,6,H2
"Building on the Foundation Level, the Agile Tester Extension supports the definition of career paths for",9.95999999999998,False,70.944,16,-4.079999999999984,False,6,paragraph
professional testers. A person with the Agile Tester certificate has extended the broad understanding of,9.95999999999998,False,70.944,15,0.0,False,6,paragraph
testing acquired at the Foundation Level to enable him or her to work effectively as a professional tester in,9.95999999999998,False,70.944,19,0.0,False,6,paragraph
an Agile project.,9.960000000000008,False,70.95395999999988,3,2.842170943040401e-14,False,6,paragraph
People possessing an ISTQB Foundation Level Extension – Agile Tester certificate may use the Certified,9.960000000000008,False,70.96391999999989,15,0.0,False,6,paragraph
Tester Foundation Level acronym CTFL-AT.,9.960000000000008,False,70.96391999999986,5,0.0,False,6,paragraph
2.3 Learning Objectives,14.04000000000002,False,70.944,3,4.0800000000000125,True,6,H2
"In general, the Foundation Level syllabus is examinable at a K1 level, i.e., the candidate will recognize,",9.960000000000008,False,70.944,17,-4.0800000000000125,False,6,paragraph
remember and recall terms and concepts stated in the Foundation Level syllabus.,9.960000000000008,False,70.944,12,0.0,False,6,paragraph
"In addition, all Foundation Level syllabus learning objectives are examinable at the same K- level in an",9.959999999999994,False,70.94400000000002,17,-1.4210854715202004e-14,False,6,paragraph
extension exam.,9.959999999999994,False,70.94400000000002,2,0.0,False,6,paragraph
"Version 2014 Page 7 of 12 May 31, 2014",9.960000000000008,False,76.58136000000002,9,1.4210854715202004e-14,False,6,paragraph
© International Software Testing Qualifications Board,6.0,False,76.584,6,-3.960000000000008,False,6,paragraph
International,9.960000000000036,False,447.91,1,3.9600000000000364,False,7,paragraph
Overview,12.0,False,74.424,1,2.0399999999999636,False,7,paragraph
Software Testing,9.960000000000036,False,437.95,2,-2.0399999999999636,False,7,paragraph
Foundation Level Extension – Agile Tester,9.960000000000036,False,74.424,6,0.0,False,7,paragraph
Qualifications Board,9.960000000000036,False,430.75,2,0.0,False,7,paragraph
"That said, each extension level exam focuses on the learning objectives defined in that extension",9.960000000000036,False,70.944,15,0.0,False,7,paragraph
"syllabus. The relevant learning objectives at K1, K2, and K3 levels are provided at the beginning of each",9.960000000000036,False,70.94399999999999,18,0.0,False,7,paragraph
chapter within each particular extension syllabus.,9.960000000000036,False,70.94399999999999,6,0.0,False,7,paragraph
2.4 Entry Requirements,14.040000000000077,False,70.944,3,4.080000000000041,True,7,H2
"To be able to participate in a Foundation Level Extension – Agile Tester exam, candidates must have",9.960000000000036,False,70.944,17,-4.080000000000041,False,7,paragraph
obtained the ISTQB Foundation Level certificate.,9.960000000000036,False,70.94400000000002,6,0.0,False,7,paragraph
2.5 Structure and Course Duration,14.040000000000077,False,70.944,5,4.080000000000041,True,7,H2
The Foundation Level Extension – Agile Tester syllabus has no shared or common elements with the,9.960000000000036,False,70.944,16,-4.080000000000041,False,7,paragraph
Foundation Level syllabus.,9.960000000000036,False,70.94400000000002,3,0.0,False,7,paragraph
The syllabi must be taught in the following minimum number of days:,9.95999999999998,False,70.94400000000002,12,-5.684341886080802e-14,False,7,paragraph
Syllabus Days,9.95999999999998,True,212.21,2,0.0,False,7,paragraph
Baseline: Foundation 3,9.95999999999998,False,212.21,3,0.0,False,7,paragraph
Extension: Agile Tester 2,9.95999999999998,False,212.21,4,0.0,False,7,paragraph
The following figure shows the structure of the Agile Tester Extension and its relationship to the,9.95999999999998,False,70.944,16,0.0,False,7,paragraph
Foundation Level.,9.95999999999998,False,70.944,2,0.0,False,7,paragraph
"Version 2014 Page 8 of 12 May 31, 2014",9.960000000000008,False,76.584,9,2.842170943040401e-14,False,7,paragraph
© International Software Testing Qualifications Board,6.0,False,76.584,6,-3.960000000000008,False,7,paragraph
International,9.960000000000036,False,447.91,1,3.9600000000000364,False,8,paragraph
Overview,12.0,False,74.424,1,2.0399999999999636,False,8,paragraph
Software Testing,9.960000000000036,False,437.95,2,-2.0399999999999636,False,8,paragraph
Foundation Level Extension – Agile Tester,9.960000000000036,False,74.424,6,0.0,False,8,paragraph
Qualifications Board,9.960000000000036,False,430.75,2,0.0,False,8,paragraph
2.6 Keeping It Current,14.040000000000077,False,70.944,4,4.080000000000041,True,8,H2
The software industry changes rapidly. To deal with these changes and to provide the stakeholders with,9.960000000000036,False,70.944,16,-4.080000000000041,False,8,paragraph
"access to relevant and current information, the ISTQB working groups have created links on the",9.960000000000036,False,70.944,15,0.0,False,8,paragraph
"www.istqb.org web site which refer to supporting documents, changes to standards and new occurrences",9.960000000000036,False,70.944,14,0.0,False,8,paragraph
in the industry. This information is not examinable under this syllabus.,9.960000000000036,False,70.94399999999999,11,0.0,False,8,paragraph
"Version 2014 Page 9 of 12 May 31, 2014",9.96,False,76.58135999999996,9,-3.552713678800501e-14,False,8,paragraph
© International Software Testing Qualifications Board,6.0,False,76.584,6,-3.960000000000001,False,8,paragraph
International,9.960000000000036,False,447.91,1,3.9600000000000364,False,9,paragraph
Overview,12.0,False,74.424,1,2.0399999999999636,False,9,paragraph
Software Testing,9.960000000000036,False,437.95,2,-2.0399999999999636,False,9,paragraph
Foundation Level Extension – Agile Tester,9.960000000000036,False,74.424,6,0.0,False,9,paragraph
Qualifications Board,9.960000000000036,False,430.75,2,0.0,False,9,paragraph
3. Overview of the Foundation Level Extension – Agile Tester,15.960000000000036,False,70.944,10,6.0,True,9,paragraph
Syllabus,15.960000000000036,True,106.93380000000008,1,0.0,False,9,paragraph
3.1 Business Outcomes,14.040000000000077,False,70.944,3,-1.919999999999959,True,9,H2
This section lists the Business Outcomes expected of a candidate who has achieved the Foundation Level,9.960000000000036,False,70.944,16,-4.080000000000041,False,9,paragraph
Extension – Agile Tester certification.,9.960000000000036,False,70.944,5,0.0,False,9,paragraph
An Agile Tester can…,9.959999999999923,False,70.93404000000001,4,-1.1368683772161603e-13,False,9,paragraph
AFM1 Collaborate in a cross-functional Agile team being familiar with principles and basic,9.95999999999998,False,107.78,13,5.684341886080802e-14,False,9,paragraph
practices of Agile software development.,9.95999999999998,False,145.34,5,0.0,False,9,paragraph
AFM2 Adapt existing testing experience and knowledge to Agile values and principles.,9.95999999999998,False,107.78,12,0.0,False,9,paragraph
AFM3 Support the Agile team in planning test-related activities.,9.95999999999998,False,107.78,9,0.0,False,9,paragraph
AFM4 Apply relevant methods and techniques for testing in an Agile project.,9.95999999999998,False,107.78,12,0.0,False,9,paragraph
AFM5 Assist the Agile team in test automation activities.,9.95999999999998,False,107.78,9,0.0,False,9,paragraph
"AFM6 Assist business stakeholders in defining understandable and testable user stories,",9.95999999999998,False,107.78,11,0.0,False,9,paragraph
"scenarios, requirements and acceptance criteria as appropriate.",9.95999999999998,False,145.34,7,0.0,False,9,paragraph
AFM7 Work and share information with other team members using effective communication,9.95999999999998,False,107.78,12,0.0,False,9,paragraph
styles and channels.,9.95999999999998,False,145.34,3,0.0,False,9,paragraph
"In general, a Certified Tester Foundation Level – Agile Tester is expected to have acquired the necessary",9.95999999999998,False,70.944,17,0.0,False,9,paragraph
skills to working effectively within an Agile team and environment.,9.95999999999998,False,70.94399999999999,10,0.0,False,9,paragraph
3.2 Content,14.04000000000002,False,70.944,2,4.080000000000041,True,9,H2
Chapter 1: Agile Software Development,9.960000000000008,False,70.944,5,-4.0800000000000125,False,9,paragraph
 The tester should remember the basic concept of Agile software development based on the Agile,9.960000000000008,False,88.94172,16,0.0,False,9,paragraph
Manifesto.,9.960000000000008,False,106.93944,1,0.0,False,9,paragraph
 The tester should understand the advantages of the whole-team approach and the benefits of,9.960000000000008,False,88.94172,15,0.0,False,9,paragraph
early and frequent feedback.,9.960000000000008,False,106.93944,4,0.0,False,9,paragraph
 The tester should recall Agile software development approaches.,9.960000000000008,False,88.94172,9,0.0,False,9,paragraph
The tester should be able to write testable user stories in collaboration with developers and,9.960000000000008,False,106.34184,15,0.0,False,9,paragraph
,9.960000000000008,False,88.94172,1,0.0,False,9,paragraph
business representatives.,9.960000000000008,False,106.93944,2,0.0,False,9,paragraph
 The tester should understand how retrospectives can be used as a mechanism for process,9.960000000000008,False,88.94172,15,0.0,False,9,paragraph
improvement in Agile projects.,9.959999999999994,False,106.93944,4,-1.4210854715202004e-14,False,9,paragraph
 The tester should understand the use and purpose of continuous integration.,9.959999999999994,False,88.94172,12,0.0,False,9,paragraph
