text,font_size,is_bold,word_count,size_diff_from_prev,starts_with_numbering,y_position,is_centered,page_num,label
This document was produced by a team from the International Software Testing Qualifications Board,9.960000000000036,False,14,-6.0,False,0.18434343434343434,True,4,paragraph
Foundation Level Working Group.,9.960000000000036,False,4,0.0,False,0.19823232323232323,False,4,paragraph
The Agile Extension team thanks the review team and the National Boards for their suggestions and input.,9.960000000000036,False,17,0.0,False,0.22727272727272727,True,4,paragraph
"At the time the Foundation Level Agile Extension Syllabus was completed, the Agile Extension Working",9.960000000000036,False,15,0.0,False,0.2563131313131313,True,4,paragraph
"Group had the following membership: Rex Black (Chair), Bertrand Cornanguer (Vice Chair), Gerry",9.960000000000036,False,13,0.0,False,0.27146464646464646,True,4,paragraph
"Coleman (Learning Objectives Lead), Debra Friedenberg (Exam Lead), Alon Linetzki (Business Outcomes",9.960000000000036,False,12,0.0,False,0.28535353535353536,True,4,paragraph
"and Marketing Lead), Tauhida Parveen (Editor), and Leo van der Aalst (Development Lead).",9.960000000000036,False,13,0.0,False,0.3005050505050505,True,4,paragraph
"Authors: Rex Black, Anders Claesson, Gerry Coleman, Bertrand Cornanguer, Istvan Forgacs, Alon",9.960000000000036,False,12,0.0,False,0.32954545454545453,True,4,paragraph
"Linetzki, Tilo Linz, Leo van der Aalst, Marie Walsh, and Stephan Weber.",9.95999999999998,False,12,-5.684341886080802e-14,False,0.3434343434343434,False,4,paragraph
"Internal Reviewers: Mette Bruhn-Pedersen, Christopher Clements, Alessandro Collino, Debra",9.95999999999998,False,9,0.0,False,0.37247474747474746,True,4,paragraph
"Friedenberg, Kari Kakkonen, Beata Karpinska, Sammy Kolluru, Jennifer Leger, Thomas Mueller, Tuula",9.95999999999998,False,12,0.0,False,0.38762626262626265,True,4,paragraph
"Pääkkönen, Meile Posthuma, Gabor Puhalla, Lloyd Roden, Marko Rytkönen, Monika Stoecklein-Olsen,",9.95999999999998,False,11,0.0,False,0.4015151515151515,True,4,paragraph
"Robert Treffny, Chris Van Bael, and Erik van Veenendaal.",9.95999999999998,False,9,0.0,False,0.4166666666666667,False,4,paragraph
"The team thanks also the following persons, from the National Boards and the Agile expert community,",9.95999999999998,False,16,0.0,False,0.4457070707070707,True,4,paragraph
"who participated in reviewing, commenting, and balloting of the Foundation Agile Extension Syllabus: Dani",9.95999999999998,False,14,0.0,False,0.4595959595959596,True,4,paragraph
"Almog, Richard Berns, Stephen Bird, Monika Bögge, Afeng Chai, Josephine Crawford, Tibor Csöndes,",9.95999999999998,False,13,0.0,False,0.47474747474747475,True,4,paragraph
"Huba Demeter, Arnaud Foucal, Cyril Fumery, Kobi Halperin, Inga Hansen, Hanne Hinz, Jidong Hu, Phill",9.95999999999998,False,15,0.0,False,0.48863636363636365,True,4,paragraph
"Isles, Shirley Itah, Martin Klonk, Kjell Lauren, Igal Levi, Rik Marselis, Johan Meivert, Armin Metzger, Peter",9.95999999999998,False,16,0.0,False,0.5037878787878788,True,4,paragraph
"Morgan, Ninna Morin, Ingvar Nordstrom, Chris O’Dea, Klaus Olsen, Ismo Paukamainen, Nathalie Phung,",9.960000000000036,False,13,5.684341886080802e-14,False,0.5189393939393939,True,4,paragraph
"Helmut Pichler, Salvatore Reale, Stuart Reid, Hans Rombouts, Petri Säilynoja, Soile Sainio, Lars-Erik",9.95999999999998,False,13,-5.684341886080802e-14,False,0.5328282828282829,True,4,paragraph
"Sandberg, Dakar Shalom, Jian Shen, Marco Sogliani, Lucjan Stapp, Yaron Tsubery, Sabine Uhde,",9.95999999999998,False,13,0.0,False,0.5467171717171717,True,4,paragraph
"Stephanie Ulrich, Tommi Välimäki, Jurian Van de Laar, Marnix Van den Ent, António Vieira Melo, Wenye",9.95999999999998,False,16,0.0,False,0.5618686868686869,True,4,paragraph
"Xu, Ester Zabar, Wenqiang Zheng, Peter Zimmerer, Stevan Zivanovic, and Terry Zuo.",9.95999999999998,False,12,0.0,False,0.577020202020202,True,4,paragraph
"This document was formally approved for release by the General Assembly of the ISTQB® on May 31,",9.95999999999998,False,17,0.0,False,0.6047979797979798,True,4,paragraph
2014.,9.95999999999998,False,1,0.0,True,0.6199494949494949,False,4,paragraph
"Version 2014 Page 5 of 12 May 31, 2014",9.96,False,9,2.1316282072803006e-14,False,0.9090909090909091,True,4,paragraph
© International Software Testing Qualifications Board,6.0,False,6,-3.960000000000001,False,0.9318181818181818,False,4,paragraph
International,9.960000000000036,False,1,3.9600000000000364,False,0.050505050505050504,False,5,paragraph
Overview,12.0,False,1,2.0399999999999636,False,0.054292929292929296,False,5,paragraph
Software Testing,9.960000000000036,False,2,-2.0399999999999636,False,0.06439393939393939,False,5,paragraph
Foundation Level Extension – Agile Tester,9.960000000000036,False,6,0.0,False,0.07575757575757576,False,5,paragraph
Qualifications Board,9.960000000000036,False,2,0.0,False,0.07954545454545454,False,5,paragraph
1. Introduction to the Foundation Level Extensions,15.960000000000036,False,7,6.0,True,0.15782828282828282,True,5,H1
This overview document is intended for anyone with an interest in the ISTQB Foundation Level,9.960000000000036,False,15,-6.0,False,0.1856060606060606,True,5,paragraph
Extensions who wants a high-level introduction to the leading principles and an overview of the individual,9.960000000000036,False,16,0.0,False,0.20075757575757575,True,5,paragraph
extension syllabi.,9.960000000000036,False,2,0.0,False,0.21464646464646464,False,5,paragraph
"From time to time, ISTQB will update this document to reflect any additional extensions that shall be",9.960000000000036,False,17,0.0,False,0.24368686868686867,True,5,paragraph
"introduced for the Foundation Level, or to reflect major changes in existing ones. Publications of the",9.960000000000036,False,16,0.0,False,0.2588383838383838,True,5,paragraph
updated document will be available on the ISTQB website.,9.960000000000036,False,9,0.0,False,0.2727272727272727,False,5,paragraph
The ISTQB Foundation and Advanced Level syllabi have been defined and have been on the market for,9.960000000000036,False,17,0.0,False,0.30176767676767674,True,5,paragraph
some time. New topics emerge due to technology and methodology changes in the market which often,9.960000000000036,False,16,0.0,False,0.31691919191919193,True,5,paragraph
"are brought into the ISTQB program as new Expert Level syllabi. However, not all topics are suited for the",9.960000000000036,False,19,0.0,False,0.33080808080808083,True,5,paragraph
"Expert Level. For this reason, the extension syllabi are established at the Foundation Level to expand the",9.95999999999998,False,17,-5.684341886080802e-14,False,0.34595959595959597,True,5,paragraph
ISTQB program to incorporate new or updated knowledge. New extensions shall be discussed and,9.95999999999998,False,14,0.0,False,0.35984848484848486,True,5,paragraph
"introduced by the ISTQB periodically. Extensions may be established at the Advanced Level as well, but",9.95999999999998,False,16,0.0,False,0.375,True,5,paragraph
that is beyond the scope of this document.,9.95999999999998,False,8,0.0,False,0.39015151515151514,False,5,paragraph
The following Foundation Level Extension syllabus has been released:,9.95999999999998,False,9,0.0,False,0.41792929292929293,False,5,paragraph
 Agile Tester,9.960000000000036,False,3,5.684341886080802e-14,False,0.43434343434343436,False,5,paragraph
"In this document, each Foundation Level Extension syllabus is summarized and the associated Business",9.95999999999998,False,14,-5.684341886080802e-14,False,0.4633838383838384,True,5,paragraph
Outcomes are stated. The Business Outcomes communicate what can be expected from a person who,9.95999999999998,False,15,0.0,False,0.4772727272727273,True,5,paragraph
"achieves a Foundation Level Extension Certification in a particular subject area (e.g., Agile Tester), and",9.95999999999998,False,15,0.0,False,0.49242424242424243,True,5,paragraph
will outline the benefits for companies that are considering the development of specific testing skills at this,9.95999999999998,False,17,0.0,False,0.5063131313131313,True,5,paragraph
level.,9.95999999999998,False,1,0.0,False,0.5214646464646465,False,5,paragraph
"Version 2014 Page 6 of 12 May 31, 2014",9.96,False,9,2.1316282072803006e-14,False,0.9090909090909091,True,5,paragraph
© International Software Testing Qualifications Board,6.0,False,6,-3.960000000000001,False,0.9318181818181818,False,5,paragraph
International,9.960000000000036,False,1,3.9600000000000364,False,0.050505050505050504,False,6,paragraph
Overview,12.0,False,1,2.0399999999999636,False,0.054292929292929296,False,6,paragraph
Software Testing,9.960000000000036,False,2,-2.0399999999999636,False,0.06439393939393939,False,6,paragraph
Foundation Level Extension – Agile Tester,9.960000000000036,False,6,0.0,False,0.07575757575757576,False,6,paragraph
Qualifications Board,9.960000000000036,False,2,0.0,False,0.07954545454545454,False,6,paragraph
2. Introduction to Foundation Level Agile Tester Extension,15.960000000000036,False,8,6.0,True,0.15782828282828282,True,6,H1
The certification for Foundation Level Extension – Agile Tester is designed for professionals who are,9.960000000000036,False,15,-6.0,False,0.1856060606060606,True,6,paragraph
working within Agile environments. It is also for professionals who are planning to start implementing,9.960000000000036,False,15,0.0,False,0.20075757575757575,True,6,paragraph
"Agile methods in the near future, or are working within companies that plan to do so, The certification",9.960000000000036,False,18,0.0,False,0.21464646464646464,True,6,paragraph
"provides an advantage for those who would like to know the required Agile activities, roles, methods, and",9.960000000000036,False,17,0.0,False,0.2297979797979798,True,6,paragraph
methodologies specific to their role.,9.960000000000036,False,5,0.0,False,0.24368686868686867,False,6,paragraph
2.1 Intended Audience,14.040000000000077,False,3,4.080000000000041,True,0.2765151515151515,False,6,H2
The Foundation Level Extension – Agile Tester qualification is aimed at four main groups of professionals:,9.960000000000036,False,16,-4.080000000000041,False,0.3055555555555556,True,6,paragraph
1. Professionals who have achieved in-depth testing experience in traditional methods and would,9.960000000000036,False,13,0.0,True,0.3207070707070707,True,6,paragraph
like to get an Agile Tester Certificate.,9.960000000000036,False,7,0.0,False,0.3345959595959596,False,6,paragraph
"2. Junior professional testers who are just starting in the testing profession, have received the",9.95999999999998,False,15,-5.684341886080802e-14,True,0.34974747474747475,True,6,paragraph
"Foundation Level certificate, and would like to know more about the tester’s role in an Agile",9.95999999999998,False,16,0.0,False,0.36363636363636365,True,6,paragraph
environment.,9.95999999999998,False,1,0.0,False,0.37752525252525254,False,6,paragraph
"3. Professionals who are relatively new to testing and are required to implement test approaches,",9.95999999999998,False,15,0.0,True,0.3926767676767677,True,6,paragraph
methods and techniques in their day to day job in Agile projects.,9.95999999999998,False,12,0.0,False,0.4078282828282828,True,6,paragraph
4. Professionals who are experienced in their role (including unit testing) and need more,9.95999999999998,False,14,0.0,True,0.4217171717171717,True,6,paragraph
understanding and knowledge about how to perform and manage testing on all levels in Agile,9.95999999999998,False,15,0.0,False,0.43686868686868685,True,6,paragraph
projects.,9.95999999999998,False,1,0.0,False,0.45075757575757575,False,6,paragraph
"These professionals include people who are in roles such as testers, test analysts, test engineers, test",9.95999999999998,False,16,0.0,False,0.4797979797979798,True,6,paragraph
"consultants, test managers, user acceptance testers, and software developers.",9.95999999999998,False,9,0.0,False,0.494949494949495,True,6,paragraph
This Foundation Level Extension – Agile Tester certification may also be appropriate for anyone who,9.95999999999998,False,15,0.0,False,0.523989898989899,True,6,paragraph
"wants a deeper understanding of software testing in the Agile world, such as project managers, quality",9.95999999999998,False,16,0.0,False,0.5378787878787878,True,6,paragraph
"managers, software development managers, business analysts, IT directors, and management",9.95999999999998,False,10,0.0,False,0.553030303030303,True,6,paragraph
consultants.,9.95999999999998,False,1,0.0,False,0.5669191919191919,False,6,paragraph
2.2 Career Paths for Testers,14.039999999999964,False,5,4.079999999999984,True,0.6136363636363636,False,6,H2
"Building on the Foundation Level, the Agile Tester Extension supports the definition of career paths for",9.95999999999998,False,16,-4.079999999999984,False,0.6426767676767676,True,6,paragraph
professional testers. A person with the Agile Tester certificate has extended the broad understanding of,9.95999999999998,False,15,0.0,False,0.6578282828282829,True,6,paragraph
testing acquired at the Foundation Level to enable him or her to work effectively as a professional tester in,9.95999999999998,False,19,0.0,False,0.6717171717171717,True,6,paragraph
an Agile project.,9.960000000000008,False,3,2.842170943040401e-14,False,0.6868686868686869,False,6,paragraph
People possessing an ISTQB Foundation Level Extension – Agile Tester certificate may use the Certified,9.960000000000008,False,15,0.0,False,0.7159090909090909,True,6,paragraph
Tester Foundation Level acronym CTFL-AT.,9.960000000000008,False,5,0.0,False,0.7297979797979798,False,6,paragraph
2.3 Learning Objectives,14.04000000000002,False,3,4.0800000000000125,True,0.7765151515151515,False,6,H2
"In general, the Foundation Level syllabus is examinable at a K1 level, i.e., the candidate will recognize,",9.960000000000008,False,17,-4.0800000000000125,False,0.8055555555555556,True,6,paragraph
remember and recall terms and concepts stated in the Foundation Level syllabus.,9.960000000000008,False,12,0.0,False,0.8207070707070707,True,6,paragraph
"In addition, all Foundation Level syllabus learning objectives are examinable at the same K- level in an",9.959999999999994,False,17,-1.4210854715202004e-14,False,0.8497474747474747,True,6,paragraph
extension exam.,9.959999999999994,False,2,0.0,False,0.8636363636363636,False,6,paragraph
"Version 2014 Page 7 of 12 May 31, 2014",9.960000000000008,False,9,1.4210854715202004e-14,False,0.9090909090909091,True,6,paragraph
© International Software Testing Qualifications Board,6.0,False,6,-3.960000000000008,False,0.9318181818181818,False,6,paragraph
International,9.960000000000036,False,1,3.9600000000000364,False,0.050505050505050504,False,7,paragraph
Overview,12.0,False,1,2.0399999999999636,False,0.054292929292929296,False,7,paragraph
Software Testing,9.960000000000036,False,2,-2.0399999999999636,False,0.06439393939393939,False,7,paragraph
Foundation Level Extension – Agile Tester,9.960000000000036,False,6,0.0,False,0.07575757575757576,False,7,paragraph
Qualifications Board,9.960000000000036,False,2,0.0,False,0.07954545454545454,False,7,paragraph
"That said, each extension level exam focuses on the learning objectives defined in that extension",9.960000000000036,False,15,0.0,False,0.1388888888888889,True,7,paragraph
"syllabus. The relevant learning objectives at K1, K2, and K3 levels are provided at the beginning of each",9.960000000000036,False,18,0.0,False,0.1527777777777778,True,7,paragraph
chapter within each particular extension syllabus.,9.960000000000036,False,6,0.0,False,0.16792929292929293,False,7,paragraph
2.4 Entry Requirements,14.040000000000077,False,3,4.080000000000041,True,0.20075757575757575,False,7,H2
"To be able to participate in a Foundation Level Extension – Agile Tester exam, candidates must have",9.960000000000036,False,17,-4.080000000000041,False,0.2297979797979798,True,7,paragraph
obtained the ISTQB Foundation Level certificate.,9.960000000000036,False,6,0.0,False,0.24368686868686867,False,7,paragraph
2.5 Structure and Course Duration,14.040000000000077,False,5,4.080000000000041,True,0.2765151515151515,False,7,H2
The Foundation Level Extension – Agile Tester syllabus has no shared or common elements with the,9.960000000000036,False,16,-4.080000000000041,False,0.3055555555555556,True,7,paragraph
Foundation Level syllabus.,9.960000000000036,False,3,0.0,False,0.3194444444444444,False,7,paragraph
The syllabi must be taught in the following minimum number of days:,9.95999999999998,False,12,-5.684341886080802e-14,False,0.3484848484848485,False,7,paragraph
Syllabus Days,9.95999999999998,True,2,0.0,False,0.38257575757575757,True,7,paragraph
Baseline: Foundation 3,9.95999999999998,False,3,0.0,False,0.4053030303030303,True,7,paragraph
Extension: Agile Tester 2,9.95999999999998,False,4,0.0,False,0.42803030303030304,True,7,paragraph
The following figure shows the structure of the Agile Tester Extension and its relationship to the,9.95999999999998,False,16,0.0,False,0.46464646464646464,True,7,paragraph
Foundation Level.,9.95999999999998,False,2,0.0,False,0.4797979797979798,False,7,paragraph
"Version 2014 Page 8 of 12 May 31, 2014",9.960000000000008,False,9,2.842170943040401e-14,False,0.9090909090909091,True,7,paragraph
© International Software Testing Qualifications Board,6.0,False,6,-3.960000000000008,False,0.9318181818181818,False,7,paragraph
International,9.960000000000036,False,1,3.9600000000000364,False,0.050505050505050504,False,8,paragraph
Overview,12.0,False,1,2.0399999999999636,False,0.054292929292929296,False,8,paragraph
Software Testing,9.960000000000036,False,2,-2.0399999999999636,False,0.06439393939393939,False,8,paragraph
Foundation Level Extension – Agile Tester,9.960000000000036,False,6,0.0,False,0.07575757575757576,False,8,paragraph
Qualifications Board,9.960000000000036,False,2,0.0,False,0.07954545454545454,False,8,paragraph
2.6 Keeping It Current,14.040000000000077,False,4,4.080000000000041,True,0.1717171717171717,False,8,H2
The software industry changes rapidly. To deal with these changes and to provide the stakeholders with,9.960000000000036,False,16,-4.080000000000041,False,0.20075757575757575,True,8,paragraph
"access to relevant and current information, the ISTQB working groups have created links on the",9.960000000000036,False,15,0.0,False,0.21464646464646464,True,8,paragraph
"www.istqb.org web site which refer to supporting documents, changes to standards and new occurrences",9.960000000000036,False,14,0.0,False,0.2297979797979798,True,8,paragraph
in the industry. This information is not examinable under this syllabus.,9.960000000000036,False,11,0.0,False,0.24368686868686867,False,8,paragraph
"Version 2014 Page 9 of 12 May 31, 2014",9.96,False,9,-3.552713678800501e-14,False,0.9090909090909091,True,8,paragraph
© International Software Testing Qualifications Board,6.0,False,6,-3.960000000000001,False,0.9318181818181818,False,8,paragraph
International,9.960000000000036,False,1,3.9600000000000364,False,0.050505050505050504,False,9,paragraph
Overview,12.0,False,1,2.0399999999999636,False,0.054292929292929296,False,9,paragraph
Software Testing,9.960000000000036,False,2,-2.0399999999999636,False,0.06439393939393939,False,9,paragraph
Foundation Level Extension – Agile Tester,9.960000000000036,False,6,0.0,False,0.07575757575757576,False,9,paragraph
Qualifications Board,9.960000000000036,False,2,0.0,False,0.07954545454545454,False,9,paragraph
3. Overview of the Foundation Level Extension – Agile Tester,15.960000000000036,False,10,6.0,True,0.15404040404040403,True,9,paragraph
Syllabus,15.960000000000036,True,1,0.0,False,0.17676767676767677,False,9,paragraph
3.1 Business Outcomes,14.040000000000077,False,3,-1.919999999999959,True,0.2398989898989899,False,9,H2
This section lists the Business Outcomes expected of a candidate who has achieved the Foundation Level,9.960000000000036,False,16,-4.080000000000041,False,0.2689393939393939,True,9,paragraph
Extension – Agile Tester certification.,9.960000000000036,False,5,0.0,False,0.2828282828282828,False,9,paragraph
